rate,title,category,count,brief,author
author,brief,count,title,rate,category
〔日〕东野圭吾 ,"《白夜行》姊妹篇《幻夜》购买地址：http://read.douban.com/ebook/698016/ 1973年，大阪的一栋废弃建筑中发现一名遭利器刺死的男子。案件扑朔迷离，悬而未决。 此后20年间，案件滋生出的…
",4040,白夜行,9.6, 图书 / 虚构 
〔美〕哈珀·李,"二十世纪三十年代，大萧条时期美国南部的一个小镇，三个孩子平静的生活被两桩冤案彻底打破。传闻与事实，坚强与软弱，正义与邪恶，忠诚与背叛，他们在痛苦与矛盾中艰难地拨开生活的重重迷雾，…
",360,杀死一只知更鸟,9.4, 图书 / 虚构 
〔意〕埃莱娜·费兰特（Elena Ferrante）,"只有你身为女人才会知道这些丑陋的秘密； 两个女人，50年的友谊和战争。 《我的天才女友》是埃莱娜·费兰特“那不勒斯四部曲”的第一部，讲述了两个女主人公莉拉和埃莱娜的少女时代。故事…
",303,我的天才女友,8.8, 图书 / 虚构 
〔美〕菲利普·迪克,"“科幻鬼才”菲利普•迪克成长于西方科技文明创造出的崭新辉煌的时代。彼时，人类进入了太空，登上了月球，成功制造出第一台工业用机器人……科技的蓬勃发展也催生出主流科幻小说对人类创造…
",118,仿生人会梦见电子羊吗？,9.0, 图书 / 虚构 
〔英国 〕 简·奥斯丁 ,"《傲慢与偏见》主讲了奥斯丁的讽刺艺术，不仅表现在某些人物的喜剧性格上，也不仅表现在众多情节的喜剧性处理上，而且还融汇在整个故事的反讽构思中，让现实对人们的主观臆想进行嘲讽。男主角…
",438,傲慢与偏见,9.4, 图书 / 虚构 
〔美〕托德·斯特拉瑟（ToddStrasser）,"电影《浪潮》（Die Welle）同名原著。 世界离独裁有多远？ 35岁的德国导演丹尼斯·甘赛尔（Dennis Gansel）透过他杰出的电影《浪潮》给出了一个惊人的答案：世界离独裁只有五天！ 《浪潮…
",8,浪潮,, 图书 / 虚构 
紫金陈,"原网络著名“谋杀官员”系列，国内首部“反类型”罪案小说。本作品一经推出，立刻引发轰动效应，作者用直白、利落的笔触，透视社会夹缝中的罪恶之源，写就最悲怆的宿命。 众目睽睽下的杀人游…
",1390,高智商犯罪：死神代言人,9.0, 图书 / 虚构 
〔美〕海莲·汉芙,"《北京遇上西雅图之不二情书》吴秀波、汤唯因《查令十字街84号》结缘，以书为证，以信为媒，演绎《查令十字街84号》新故事。 纪念作者诞辰一百周年（1916.4.15-2016.4.15）；译者陈建铭修…
",869,查令十字街84号,9.0, 图书 / 虚构 
程耳,"七个短篇小说，七把扎出人性荒诞的利刃。 程耳的小说如同他的电影，循环推进，起落得当，总要人怀着好奇与疑惑，绝难一览无余。他通过冷静自律又舒缓细腻的叙述，连接往昔与现在，抖落隐秘--…
",1049,罗曼蒂克消亡史,8.0, 图书 / 虚构 
陈忠实,"同名电视剧原著小说，唯一专有版权。 在从清末民初到建国之初的半个世纪里，一阵阵狂风掠过了白鹿原上空，而每一次的变动都震荡着它的内在结构：打乱了再恢复，恢复了再打乱，细腻地反映出白…
",1110,白鹿原,9.6, 图书 / 虚构 
高锋,"《天下粮仓》姊妹篇，清朝版《人民的名义》，同名电视剧央视热播中！ 民以食为天，中国历史是三千年粮仓保卫战； 只有读懂了中华大地上的粮食，才能真正读懂中国历史； 披肝沥胆、十年磨成…
",2,天下粮田,, 图书 / 虚构 
〔美〕麦基,"自1997年初版以来，《故事》一直是全世界编剧的第一必读经典，至今，仍属于美国亚马逊最畅销图书中的Top 100。集结了罗伯特•麦基30年的授课经验，本书在对《教父》《阿甘正传》《星球大战…
",145,故事：材质、结构、风格和银幕剧作的原理,9.4, 图书 / 非虚构 
苏童,"《妻妾成群》借旧中国特有的封建家庭模式作小说的框架，一个男人娶了四个女人做太太。但作者关心的不是一个男人如何在四个女人中周旋，如何控制她们，而是关心四个女人怎会把她们一齐拴在一个…
",154,妻妾成群,8.6, 图书 / 虚构 
〔日〕堀辰雄,"宫崎骏的《起风了》，是根据零式战斗机设计师堀越二郎的人生事迹和作家堀辰雄的同名小说改编，与堀辰雄的自传体故事相契合的部分可能只有一个追求梦想的少年和薄命少女的恋爱故事。纯洁的心灵…
",21,起风了,7.6, 图书 / 虚构 
今何在,"西游是一个很悲壮的故事，是一个关于一群人在路上想寻找当年失去的理想的故事。 五百年，很漫长吗？没有记忆能穿透它。没有什么是永恒的。不如忘记吧。 五百年后，戴上了金箍、忘记了自己是…
",331,悟空传,8.2, 图书 / 虚构 
〔日〕东野圭吾 ,"《幻夜》姊妹篇《白夜行》购买地址：http://read.douban.com/ebook/680843/ 是什么样的过去，造就了她的魔性？ 是什么样的幻影，操纵着他的灵魂？ 我们只能走在幻夜的路上，即使四周明亮…
",506,幻夜,8.6, 图书 / 虚构 
〔英〕 J. K. 罗琳,"此版本为中文翻译版，本书的英文原版：https://read.douban.com/ebook/23328970/ 「哈利用颤抖的手把信封翻转过来，只见上面有一块蜡封、一个盾牌饰章，大写“H”字母的周围圈着一头狮子、…
",200,哈利·波特与魔法石,9.8, 图书 / 虚构 
〔美〕海明威,"《老人与海》是海明威最著名的中篇小说，曾获普利策奖和诺贝尔文学奖。小说塑造了人类文学史上一个平民英雄的形象：古巴老渔夫圣地亚哥出海八十四天都一无所获，但他却并未绝望，最终钓上了一…
",196,老人与海,8.6, 图书 / 虚构 
〔美〕文德琳·范·德拉安南,"朱莉安娜·贝克虔诚地相信三件事：树是圣洁的，特别是她最爱的无花果树；她在后院里饲养的鸡下的蛋是最卫生的；总有一天她会和布莱斯·罗斯基接吻。二年级时，在看到布莱斯蓝眼睛的那一瞬间，…
",74,怦然心动,9.6, 图书 / 虚构 
〔日〕林真理子,"林真理子“日本泡沫经济时代三部曲”代表之作，围绕女主人公引出的三条叙事线并进，被誉为三部曲中构思设计最为精巧之作！ 年轻离异的日本职业编剧泽野瑞枝因为一次采访邂逅了地产巨子郡司…
",63,遗失的世界,8.0, 图书 / 虚构 
title,brief,rate,author,count,category
大数据时代：生活、工作与思维的大变革,"国外大数据研究的先河之作，讲述了大数据时代的思维变革、商业变革和管理变革。 本书作者维克托•迈尔•舍恩伯格被誉为“大数据商业应用第一人”，拥有在哈佛大学、牛津大学、耶鲁大学…
",,〔英〕维克托·迈尔·舍恩伯格（Viktor Mayer-Schönberger）,10, 图书 / 非虚构 
精通Python网络爬虫,"随着大数据时代的到来，我们经常需要在海量数据的互联网环境中搜集一些特定的数据并对其进行分析，我们可以使用网络爬虫对这些特定的数据进行爬取，并对一些无关的数据进行过滤，将目标数据筛…
",,韦玮,5, 图书 / 非虚构 
用数据讲故事,"本书通过大量案例研究介绍数据可视化的基础知识，以及如何利用数据创造出吸引人的、信息量大的、有说服力的故事，进而达到有效沟通的目的。具体内容包括：如何充分理解上下文，如何选择合适的…
",,〔美〕Cole Nussbaumer Knaflic,1, 图书 / 虚构 
数据可视化之美,"可视化是数据描述的图形表示，旨在一目了然地揭示数据中的复杂信息。可视化的典型如纽约地铁图和人脑图。成功的可视化的美丽之处既在于其艺术设计，也在于其通过对细节的优雅展示，能够有效地…
",8.2,〔美〕Julie Steele,12, 图书 / 非虚构 
魔鬼数学,"如果你是一个有“数学焦虑症”的人，你可能不会相信有一天你会爱上数学。 原因在于，我们在学校所学的数学知识看上去不过是一堆沉闷的规则、定律和公理，都是前人传下来的，而且是不容置疑的…
",,〔美〕乔丹·艾伦伯格（Jordan Ellenberg）,9, 图书 / 非虚构 
高性能MySQL,"《高性能mysql(第3版)》是mysql领域的经典之作，拥有广泛的影响力。第3版更新了大量的内容，不但涵盖了最新mysql5.5版本的新特性，也讲述了关于固态盘、高可扩展性设计和云计算环境下的数据库…
",,〔美〕施瓦茨 (Baron Schwartz),1, 图书 / 非虚构 
Python数据分析与挖掘实战,"本书从实践出发，结合大量数据挖掘工程案例及教学经验，以真实案例为主线，深入浅出地介绍数据挖掘建模过程中的有关任务：数据探索、数据预处理、分类与预测、聚类分析、时序预测、关联规则挖…
",,张良均 等,, 图书 / 非虚构 
Redis开发与运维,"本书全面讲解Redis基本功能及其应用，并结合线上开发与运维监控中的实际使用案例，深入分析并总结了实际开发运维中遇到的“陷阱”，以及背后的原因， 包含大规模集群开发与管理的场景、应用案…
",,付磊,5, 图书 / 非虚构 
数字化城市,"《数字化城市》这本书是麻省理工大学（MIT）可感城市实验室（Senseable City Lab）的一本论文集，也是东西文库的第一本公益电子书。这本书是“数字化城市”（或者用时髦一点的词“智能城市”…
",8.6,〔美〕迪特马尔·奥夫胡贝尔,46, 图书 / 非虚构 
数据的本质,"未来没有一家公司，不是数据公司。未来没有一个人，不是数据分析师。大数据时代爆发的喧嚣之后，在大数据下半场，谁参透数据的本质，谁就能破局称王，真正让数据做到从看到用，并将企业真正转…
",,车品觉,, 图书 / 非虚构 
OpenStack高可用集群（上册）,"本书从OpenStack终端用户的角色出发，以面向生产系统的OpenStack高可用集群建设为主线，对部署OpenStack高可用集群所依赖的各个基础技术栈和OpenStack核心组件进行了详细的原理讲解，并以实战…
",,山金孝,, 图书 / 非虚构 
MATLAB数据分析与挖掘实战,"《大数据技术丛书：MATLAB数据分析与挖掘实战》共16章，共三篇。 基础篇（第1～5章），第1章的主要内容是数据挖掘概述；第2章对《大数据技术丛书：MATLAB数据分析与挖掘实战》所用到的数据挖…
",,张良均,1, 图书 / 非虚构 
从大数据到智能制造,"工业4.0已上升为德国的民族战略；日本软银集团创始人孙正义试图以机器人作为工业4.0的切入点；英国强势推出“英国工业2025战略”；2015年，“中国制造2025”已发布，引起全民轰动。一场“科技…
",,〔美〕李杰,2, 图书 / 非虚构 
Python数据分析与数据化运营,"Python在数据分析领域得到了越来越广泛的应用。第一部分着眼于风险对股市指数期权的价值、股票、利率的影响。第二部分介绍套利定价理论、离散时间内风险中性估值，持续时间，介绍了两种流行的…
",,宋天龙,, 图书 / 非虚构 
深入理解ElasticSearch,"本书内容丰富，不仅深入介绍了Apache Lucene的评分机制、查询DSL、底层索引控制，而且介绍了ElasticSearch的分布式索引机制、系统监控及性能优化、用户体验的改善、Java API的使用，以及自定…
",,〔美〕拉斐尔·酷奇,, 图书 / 非虚构 
程序员代码面试指南,"这是一本程序员面试宝典！书中对IT名企代码面试各类题目的最优解进行了总结，并提供了相关代码实现。针对当前程序员面试缺乏权威题目汇总这一痛点，本书选取将近200道真实出现过的经典代码面…
",,左程云,3, 图书 / 非虚构 
企业大数据处理：Spark、Druid、Flume与Kafka应用实践,"本书将详细介绍上述技术的原理，通过实践演示每种技术的实际应用场景。希望通过理论与实践相结合的方式使内容更通俗易懂，帮助读者根据实际的业务场景选择合适的技术方案，相信大数据在未来的…
",,肖冠宇,, 图书 / 非虚构 
大数据预测,"360公司董事长周鸿祎、《罗辑思维》主讲人罗振宇郑重推荐 2020年的一天，在你驱车前往公司的路上，导航系统通过预测交通流量，会自动帮你选择一条最合适的交通路线；车内推荐系统会根据你的…
",,〔美〕埃里克·西格尔,3, 图书 / 非虚构 
R的极客理想：量化投资篇,"本书是《R的极客理想》系列丛书的第三本，是将R语言与金融量化投资相结合的一本书。本书主要的写作目的是把R语言的技术和实际的金融量化案例结合起来，让读者能切身体会如何把知识变成真正的…
",,张丹,, 图书 / 非虚构 
运维前线,"《运维前线：一线运维专家的运维方法、技巧与实践》（以下简称《运维前线》）是前线系列的一个子集，前线系列图书的出版理念是邀请多位业界专家，总结所在行业的最新理念或深度实践经验。前线…
",,云技术社区,, 图书 / 非虚构 
测试与突破：人工智能与大数据,"在人工智能呈爆炸性增长之际，全球的巨头企业都把目光聚焦于此。谷歌的AlphaGo已经成为AI的代名词而为人熟知，微软迫切希望加快人工智能的开发，他们清除人工智能不仅是在围棋领域击败了人类…
",,商业周刊/中文版,, 图书 / 非虚构 
MySQL DBA修炼之道,"本书的作者是互联网一线的数据库开发、运维专家，书中的内容是其对10多年工作中所遇问题的思考和总结，围绕着MySQL徐徐展开，犹如庖丁解牛，对MySQL的核心逻辑解释得相当清晰和透彻。 本书…
",,陈晓勇,1, 图书 / 非虚构 
R语言游戏数据分析与挖掘,"随着大数据的概念越来越流行，越来越多的企业开始重视数据，期待从数据中寻找有价值的结论，以指导公司管理层决策，最终创造更大的价值。但是在游戏行业，数据分析的发展相对缓慢，很多游戏公…
",,谢佳标,, 图书 / 非虚构 
读懂这三本书，才算真懂大数据！（套装共3册）,"《大数据时代》 思维指南：大数据思维入门经典读物 大数据读物经典——《大数据时代》作者维克托•迈尔•舍恩伯格被誉为“大数据时代的预言家”。用三个部分讲述了大数据时代的思维变革…
",,维克托·迈尔·舍恩伯格（Viktor Mayer-Schönberger）,, 图书 / 非虚构 
Spark MLlib机器学习实践,"Spark作为新兴的、应用范围广泛的大数据处理开源框架引起了广泛的关注，它吸引了大量程序设计和开发人员进行相关内容的学习与开发，其中MLlib是Spark框架使用的核心。本书是一本细致介绍Spark…
",,王晓华,1, 图书 / 非虚构 
决战大数据（升级版）,"在数据无限的时代，我们如何利用大数据实现商业大洗牌？传统行业又该如何通过挖掘隐藏在大数据背后的信息，冲出层层危机，实现行业质和量的飞跃？企业如何才能实现数据化运营，在大数据时代站…
",,车品觉,3, 图书 / 非虚构 
Linux设备驱动开发详解：基于最新的Linux4.0内核,"历时8年，三次重构，内窖愈加炉火纯青。 全部代码更新至全新的Linux4.0版本。 全面讲解ARM Linux新版本内核架构，如设备树等。 不仅仅注重知识和程序的讲解，更注重程序的思想、演变、架构…
",,孙宏亮,, 图书 / 非虚构 
大数据系统构建,"本书将教你充分利用集群硬件优势的Lambda架构，以及专门用来捕获和分析网络规模数据的新工具，来创建这些系统。它将描述一个可扩展的、易于理解大数据系统的方法——可以由小团队构建并运行。…
",,〔美〕南森·马茨,2, 图书 / 非虚构 
云计算基础架构及关键应用,"本书结合大数据最新技术趋势和中兴通讯的长期实践，对大数据技术提出系统的理解，对大数据研究提供了初步的思路和建议。本书首先从大数据的需求和现状出发，分析目前大数据出现的问题，然后针…
",,陆平,1, 图书 / 非虚构 
社交红利2.0,"大型社交网络发展至今，开始显露出更为惊人的力量。有一个独特现象与这一结果相伴相生，即新应用或服务一进入社交网络就即时引爆，就像用户在等待它出现一样。随即开始的病毒式扩散，让创业者…
",,徐志斌,1, 图书 / 非虚构 
IBM SPSS数据分析与挖掘实战案例精粹,"《IBM SPSS数据分析与挖掘实战案例精粹》以IBM SPSS Statistics 20.0和IBM SPSS Modeler 14.1为工具，提供了医疗、金融、保险、汽车、快速消费品、市场研究、互联网等多个行业的数据分析／挖…
",,张文彤,, 图书 / 非虚构 
大数据：从概念到运营,"大多数企业对大数据这个概念并不陌生，但真正通过对大数据相关业务的有效运营获得业绩增长的企业却少之又少。为了扭转这一局面，企业应该如何针对自己的业务领域开辟新的数据源？如何搭建合理…
",,〔美〕比尔·施玛泽,, 图书 / 非虚构 
Spark与Hadoop大数据分析,"《Hadoop Spark大数据巨量分析》从浅显易懂的“大数据和机器学习”原理介绍和说明入手，讲述大数据和机器学习的基本概念，如：分类、分析、训练、建模、预测、机器学习（推荐引擎）、机器学习…
",,〔美〕文卡特·安卡姆（Venkat Ankam）,, 图书 / 非虚构 
决策知识自动化,"本书综合大量来源于业务流程自动化的主流应用场景，聚焦于组织管理及运营中经营决策的知识自动化这一主题，向读者展示如何在实践中应用知识自动化技术实施决策管理，以提高运营效率和组织收益…
",,〔英〕Alan N. Fish,, 图书 / 虚构 
ELK stack权威指南,"ELKstack是Elasticsearch、Logstash、Kibana三个开源软件的组合，是目前开源界最流行的实时数据分析方案，成为实时日志处理领域开源界的第一选择。然而，ELKstack也并不是实时数据分析界的灵…
",,,1, 图书 / 非虚构 
大数据搜索与日志挖掘及可视化方案（第2版）,"对大数据的搜索与挖掘，在当今的“互联网+”时代是很有必要的。本书提出的分布式大数据搜索与日志挖掘及可视化方案是基于ELK Stack而提出的，它能有效应对海量大数据所带来的分布式存储与处理…
",,高凯,, 图书 / 非虚构 
爆发,"本书是一本超越《黑天鹅》的惊世之作。如果说塔勒布认为人类行为是随机的，都是小概率事件，是不可以预测的；那么全球复杂网络权威Barabasi则认为，人类行为93%是可以预测的。 Barabasi的研…
",,〔美〕艾伯特-拉斯洛·巴拉巴西,1, 图书 / 非虚构 
Spark大数据分析实战,"作为一个通用大数据计算框架，Spark广泛应用于多种典型大数据分析场景。 通过这本书，你将了解到：Spark的机制与生态系统，Spark算法分析与应用，典型的数据分析场景，Spark在日志分析、情感…
",,高彦杰,1, 图书 / 非虚构 
Storm分布式实时计算模式,"本书由Apache Storm项目核心贡献者亲笔撰写，融合了作者丰富的Storm实战经验，通过大量示例，全面而系统地讲解使用Storm进行分布式实时计算的核心概念及应用，并针对不同的应用场景，给出多种…
",,〔美〕吉奥兹（P. Taylor Goetz）,, 图书 / 非虚构 
Spark技术内幕：深入解析Spark内核架构设计与实现原理,"Spark是不断壮大的大数据分析解决方案家族中备受关注的新增成员。它不仅为分布式数据集的处理提供一个有效框架，而且以高效的方式处理分布式数据集。它支持实时处理、流处理和批处理，提供了A…
",,张安站,1, 图书 / 非虚构 
SAP HANA平台应用开发,"本书在逻辑上可分为五个部分：第一部分：包含第1章和第2章，该部分主要是讲解SAPHANA服务器的各个组件，原生项目的开发架构，以及通过SAPHANA工作台快速了解系统的一些操作。第二部分：包含第…
",,刘刚,, 图书 / 非虚构 
Apache Spark源码剖析,"《Apache Spark源码剖析》以Spark 1.02版本源码为切入点，着力于探寻Spark所要解决的主要问题及其解决办法，通过一系列精心设计的小实验来分析每一步背后的处理逻辑。 《Apache Spark源码剖…
",,许鹏,, 图书 / 非虚构 
MATLAB智能算法超级学习手册,"本书的内容主要包括马尔科夫链模型、层次分析法、粒子群算法、遗传算法、蚁群算法、鱼群算法、PID控制算法、神经网络算法等。智能算法对于很多初学者而言，有一定的困难，很难理解程序流程、…
",,高飞,1, 图书 / 非虚构 
大数据架构商业之路,"本书通过讲述一个虚拟的（如有雷同纯属巧合）互联网O2O创业故事，逐步展开介绍各个阶段可能遇到的大数据课题、业务需求，以及相对应的技术方案，甚至是实践解析。让读者身临其境，一起来探寻…
",,黄申,3, 图书 / 非虚构 
Ceph分布式存储实战,"正如OpenStack日渐成为开源云计算的标准软件栈，Ceph也被誉为软件定义存储开源项目的领头羊。细品本书，慢嗅“基础理论讲解简明扼要，技术实战阐述深入全面”之清香。千言万语，不如动手一战…
",,Ceph中国社区,1, 图书 / 非虚构 
开源大数据分析引擎Impala实战,"Impala是 Cloudera公司主导开发的新型查询系统，它提供 SQL语义，能查询存储在 Hadoop的 HDFS和 HBase中的 PB级大数据。Impala 1.0版比原来基于 MapReduce的 Hive SQL查询速度提升 3～90倍，…
",,贾传青,, 图书 / 非虚构 
软件定义存储：原理、实践与生态,"在混合云的基础架构中，软件定义存储方兴未艾，与之相关的存储初创厂商，在全球如同雨后春笋般不断出现。软件定义存储各家都有不同的定义，与之相关的词汇也很多，包括Server SAN、超融合架构…
",,叶毓睿,, 图书 / 非虚构 
智能数据时代,"大数据这个概念自诞生以来，已经经历了几次飞跃。时至今日，大数据这个名词频繁地与人工智能、DT、预测等词汇放在一起，看上去数据的发展已经成为与科技发展甚至整个社会发展平行的存在——一…
",,TalkingData,, 图书 / 非虚构 
Tableau数据可视化实战,"Tableau是每个立志成为或者已经成为数据分析人员的必备工具。即使你不是一个接受过全面培训的分析师，也能轻易使用它。你只需要一个亟待分析的数据集以及对Tableau的一些理解。在本书的帮助下…
",,〔美〕南德旴瓦（Ashutosh Nandeshwar）,, 图书 / 非虚构 
Hadoop构建数据仓库实践,"本书讲述在流行的大数据分布式存储和计算平台Hadoop上设计实现数据仓库，将传统数据仓库建模与SQL开发的简单性与大数据技术相结合，快速、高效地建立可扩展的数据仓库及其应用系统。 本书内…
",,王雪迎,, 图书 / 非虚构 
数据架构师的PostgreSQL修炼,"本书将教你如何构建及运行一个可扩展且已经优化的PostgreSQL服务器。全书始于基本概念（例如从源代码中安装PostgreSQL），并逐渐深入理论部分（例如并发性和事务管理）。在此之后，你将学习如…
",,〔美〕梅马拉,, 图书 / 非虚构 
Python数据分析实战,"数据分析是一个快速发展的领域，而Python已经演变成数据科学的主要语言，广泛应用于数据分析、可视化和机器学习等领域。本书从数据分析的基础内容入手，比如matplotlib、NumPy和Pandas库，介…
",,〔印〕伊凡·伊德里斯（Ivan Idris）,, 图书 / 非虚构 
SQL优化最佳实践,"全书分为三篇：引言篇，总结了实际工作中常见的问题，并通过真实案例让读者直观感受到SQL语句优化的重要。同时在每个案例后面，还针对案例出现的问题进行了总结。原理篇，主要讲解了和SQL语句…
",,韩锋,, 图书 / 非虚构 
百度统计：网站数据分析实战,"本书通过浅显易懂的叙述方式和大量的图示，详细介绍了网站分析的关键技术要点，包括：网站分析中重要的数据、网站数据分析的工具、网站分析工具的使用技巧以及分析数据的方法。 本书共分为11…
",,李迅 编著,, 图书 / 非虚构 
大数据时代必读书系（套装共4册）,"套装包括《大数据时代》《决战大数据升级版》《决胜移动终端》《大数据云图》
",,维克托·迈尔·舍恩伯格（Viktor Mayer-Schönberger）,, 图书 / 非虚构 
OpenStack高可用集群（下册）,"本书从OpenStack终端用户的角色出发，以面向生产系统的OpenStack高可用集群建设为主线，对部署OpenStack高可用集群所依赖的各个基础技术栈和OpenStack核心组件进行了详细的原理讲解，并以实战…
",,山金孝,, 图书 / 非虚构 
大数据技术入门,"从2015年开始，国内大数据市场继续保持高速的发展态势，作者在与地方政府、证券金融公司的项目合作中发现，他们对大数据技术很感兴趣，并希望从大数据技术、大数据采集、管理、分析以及可视化…
",,杨正洪,, 图书 / 非虚构 
大数据经济,"2015年8月19日，国务院常务会议通过《关于促进大数据发展的行动纲要》，政府顺应潮流，加大政策支持力度，促进大数据行业发展。中国大数据产业起飞在即！ 万物皆数，万物互联，一个与现实世…
",,谢文,, 图书 / 非虚构 
删除,"《删除》讲述了遗忘的美德，为读者展现了大数据时代的取舍之道。 《删除》从大数据时代信息取舍的目的和方法分别诠释了“被遗忘的权利”。维克托首先回溯了人类追寻记忆的过程，之后提出数字…
",,〔英〕维克托·迈尔-舍恩伯格,, 图书 / 非虚构 
零基础学数据结构,"数据结构是计算机专业的专业基础课和核心课程。本书内容全面，语言通俗易懂，案例典型、丰富，结构清晰，重难点突出，所有算法都有完整程序，能直接运行。 本书可作为学习数据结构与算法、从…
",,陈锐 成建设,4, 图书 / 非虚构 
世界是随机的,"这是一本写给初学者的书，目的是帮助读者理解大数据下概率统计等概念的意义，写作中以案例作先导，引起读者的兴趣和思考，在解答问题的过程中讲述知识。本书共有9章，第1章和第2章介绍概率和*…
",,李帅,1, 图书 / 非虚构 
黑箱社会,"你是否想到，当你在上网娱乐、学习、浏览新闻或从事商业活动时，你就会无形中陷入一张数据采集的罗网，这张网的覆盖面之广你绝对难以想象。我们的经济和社会由高深莫测的数学程序来决定？ 美…
",,〔美〕弗兰克·帕斯奎尔,, 图书 / 非虚构 
大数据风控,"本书分为两部分。在第一部分思想篇里，介绍了如何将风险、内控、审计融合，如何将风险管控融入业务，如何将业务融入信息化，如何利用大数据管理企业风险。不仅详细阐述了企业大数据时代的风险…
",,张孝昆,, 图书 / 非虚构 
D3.js数据可视化实战手册,"如今这个互联网时代，人们每天都产生海量的数据，如果直接面对这些数据，可能让人无从下手。将数据可视化，用形象立体的形式将其展现，有利于分析其中的关联，攫取可能存在的商业机会。本书意…
",,〔加〕Nick,, 图书 / 非虚构 
Oracle云计算平台实战,"云是必学之技，是IT行业正在进行的最大变革，它将重塑计算环境，改变我们开发和交付软件的方式。理解这项技术对个人职业生涯和发展至关重要。 这本书详细阐述了企业级云平台——Oracle Cloud…
",,石雨 等,, 图书 / 非虚构 
OpenStack系统架构设计实战,"本书结合云计算最新技术趋势和中兴通讯公司的长期实践，对云计算技术提出系统性的阐述，对云计算实践提供了思路和建议。本书首先从云计算的需求和现状出发，分析目前云计算面临的问题，针对这…
",,陆平,1, 图书 / 非虚构 
大数据架构和算法实现之路,"本书介绍了一些主流技术在商业项目中的应用，包括机器学习中的分类、聚类和线性回归，搜索引擎，推荐系统，用户行为跟踪，架构设计的基本理念及常用的消息和缓存机制。在这个过程中，我们有机…
",,黄申,, 图书 / 非虚构 
Spark大数据处理技术,"《Spark大数据处理技术》以Spark 0.9版本为基础进行编写，是一本全面介绍Spark及Spark生态圈相关技术的书籍，是国内首本深入介绍Spark原理和架构的技术书籍。主要内容有Spark基础功能介绍及内…
",,夏俊鸾,, 图书 / 非虚构 
中国云计算技术和产业体系研究与实践,"本书分为上、下两篇，上篇是研究总论，共7章。第一章从云计算的定义、内涵，云计算产业的基本概念和云计算的意义三个方面进行总体概述；第二章剖析云计算涉及的关键技术和发展趋势；第三章系…
",,工业和信息化部电子科学技术委员会软件和信息服务业专业组,, 图书 / 非虚构 
云计算：从基础架构到最佳实践,"本书定位于企业级私有云数据中心的规划、实施与运维服务体系建设，并配合实践用例系统地介绍国内外云计算进展和数据中心向云计算的演变趋势，以及实现云计算特征的关键技术。本书非常适合从事…
",,祁伟,, 图书 / 非虚构 
大数据云图,"★亚马逊、Google、IBM、Facebook、LinkedIn……超过一百家大数据公司的商业法则深度解密。教育、医疗、电子、汽车、建筑……十几个行业的成功企业案例全面分享。 ★从Twitter到Netflix，从B…
",,〔美〕大卫·芬雷布 (David Feinleib) ,, 图书 / 非虚构 
Java数字图像处理：编程技巧与应用实践,"本书首先通过一个简单JAVA图像处理程序勾勒出用JAVA来实现图像处理的基本步骤，介绍JAVA在操作图像方面的几个重要的API类如ImageIO,BufferedImageOP等，并对图像文件的保存与读写做较为深入细…
",,贾志刚,, 图书 / 非虚构 
Hadoop大数据分析与挖掘实战,"本书共14章，分三个部分：基础篇、实战篇、高级篇。基础篇介绍了数据挖掘、Hadoop大数据的基本原理，实战篇介绍了一个个真实案例，通过对案例深入浅出的剖析，使读者在不知不觉中通过案例实践…
",,张良均,1, 图书 / 非虚构 
Oracle Exadata技术详解,"本书假定读者对关系型数据库，尤其是Oracle数据库有一定程度的了解，否则有可能对书中的某些知识点的介绍感到困惑。如果你是一名初学者，建议先学习Oracle数据库的一些基础知识。 作者：李…
",,李亚,, 图书 / 非虚构 
大数据侦查,"本书紧扣“大数据”这一时代主题，着眼于侦查领域大数据运用在法律研究方面的空白，构建起包括思维、模式、方法等全方位的大数据侦查体系，同时对大数据侦查可能产生的法律问题进行探讨，为侦…
",,王燃,, 图书 / 非虚构 
可视化未来,"科学的传播速度有多快？今时今日我们很少谈论上帝了吗？人们什么时候开始用“having sex” 而不用“making love”? 史上的人是在哪岁成名的？语法的变化速度到底有多快？哪些作家被纳粹审查得…
",,〔美〕埃雷兹·艾登,, 图书 / 非虚构 
实时分析,"本书共11章。第1章介绍常见的流数据的来源、应用以及三个重要特性：持续交付、结构松散和高基数，并阐释对流数据使用基础架构和算法的重要性。第2~6章介绍实时流架构的各组件涉及的软件、框架…
",,〔美〕埃利斯,, 图书 / 非虚构 
R语言与数据挖掘,"R是一种适用于统计分析计算和图像处理的语言，受S语言和Scheme语言影响发展而来。早期R是基于S语言的一个GNU项目，所以也可以当作S语言的一种实现，通常用S语言编写的代码都可以不做任何修改…
",,张良均,1, 图书 / 非虚构 
企业迁云实战,"本书是一本指导用户和云计算服务从业人员规划与实施企业应用、数据库、大数据等迁移上云的工程类书籍，融合了阿里云技术服务团队多年的实战和思考。本书按照“点—线—面—体”的思路，逐步深…
",,何强,, 图书 / 非虚构 
智慧城市中的大数据分析技术,"《智慧城市中的大数据分析技术》以智慧城市和大数据技术之间的本质联系为出发点，通过生动的案例从不同的视角去介绍智慧城市的内涵和大数据的核心技术。为了能让广大读者了解智慧城市和大数据…
",,秦志光,, 图书 / 非虚构 
